danceability,energy,loudness,valence,tempo,speechiness,acousticness,instrumentalness,duration_ms,liveness,popularity
0.724507122951685,0.9798710873172004,-9.025534824923145,0.1684384884245218,98.41265987587664,0.12390182846399052,0.09592199406868976,0.2668376869042395,293933,0.19417340553243664,62
0.6292603548243223,0.8849267365825537,-7.433556012146553,0.37792299784409966,119.2199127765229,0.31060280895472225,0.31208395624414015,0.3616974904094437,154946,0.16953211085513384,50
0.7471532807151039,0.7119260739840347,-9.377259762999884,0.4672788933156712,120.45042180111116,0.08765658750584185,0.09131534061322015,0.028901304829346917,169884,0.29288010659531555,66
0.8784544784612038,0.5706126444588852,-7.9238845889171206,0.9275375314680381,131.81575864608513,0.2791871166778082,0.09817901122297269,0.07403628089536451,166360,0.4332203110508323,72
0.6148769937914996,0.839644662722718,-12.680844000861356,0.6613106249067517,85.82854091797934,0.17802181036315992,0.1406934063398773,0.06898130302678633,183252,0.23087629438584772,77
0.614879456457623,0.7786970770843499,-6.360118877881185,0.28290368618002176,134.81418184618326,0.3849254507579041,0.036471021649683265,0.1065843796900793,248651,0.14709771509942837,56
0.8868819223261087,0.8790386440055464,-6.996383573913327,0.6472072578835275,60.0,0.04545067601956619,0.09036712999611436,0.09224803599717118,348917,0.1589002786184839,83
0.7651152093729363,0.8270343603363939,-9.451265893204571,0.24053920221232694,104.25288619090475,0.03566033040015515,0.2751210734555541,0.10077697381406732,161472,0.07231255804946742,66
0.5795788421097572,0.909910543063867,-5.022262994702785,0.7665382107774147,107.79315393871138,0.12206741073010827,0.2933224133773137,0.04833793060152593,155455,0.26230428531967626,70
0.7313840065378947,0.5929529576878864,-4.187289587120325,0.45577506963642433,135.83317065178096,0.16950439779553914,0.09793866259816449,0.105563192414214,148672,0.029040243344211784,71
0.5804873460781307,0.9634788131268651,-11.822679593106923,0.5312727622521659,120.56577131692173,0.27982982673475315,0.3540293523738803,0.0765591901459955,123756,0.19346299797170352,55
0.5801405369644614,0.7395199209384798,-9.288174335698642,0.8151593295084381,84.86092365359283,0.0758749476200117,0.3927334586612469,0.0028738522221849667,355437,0.09887201025355075,70
0.6862943407349051,1.0,-9.307427049361895,0.29256728628315004,95.37517185457462,0.023290493922640636,0.4211069715116278,0.07663119398742936,226927,0.20542543504413077,62
0.36300796330133034,0.5621624363820864,-9.819709303326594,0.2705763629774018,124.96700023868517,0.43273297436169295,0.467208932956789,0.05685549441356003,339526,0.16175186289964885,54
0.3912623251230451,1.0,-4.511575474204754,0.43328013473079907,118.02331645338609,0.11912387495977454,0.20919936198081218,0.26168257255797195,190030,0.09825333536055875,63
0.5656568706138542,0.7395821566925295,-7.581478416318411,0.7576757702038633,105.52189725910634,0.2538455537524864,0.16709537736963567,0.22476491695431833,178151,0.1273056060284294,62
0.49807533194983644,0.5697163992771103,-7.793544523931832,0.24613078490463153,107.97915526220052,0.06073022163801746,0.241350623731198,0.16333179332268477,154047,0.362747339037025,47
0.6971370998892911,0.6032228331891356,-13.01158709322026,0.0,137.40419992898222,0.11964588663072387,0.2970794634573549,0.057671027032219324,323146,0.36393834870796415,63
0.5137963886718184,0.6359305383611359,-5.093745909372321,0.4597682283182003,107.05768567826964,0.04551707916447446,0.4132021119127898,0.0463368776452506,313463,0.16563033429805593,64
0.43815444479970633,0.7848331892803833,-10.717775184560418,0.6603481599821841,117.79771889927316,0.4228868977275328,0.05845621703141029,0.03993299731603667,253293,0.25575297602524427,59
0.8698473153382331,0.8045670976070999,-6.820202109201015,0.7900523499477659,174.24841470201358,0.1068876723977834,0.3169942157081124,0.059733389520992636,125164,0.45391154387123733,65
0.6161335549270197,0.5852599992122841,-6.167869186125425,0.4573677275829202,84.40793407790193,0.03517624638835195,0.21634844110989762,0.06506769725400877,153622,0.1795769834758597,64
0.6601292307031886,0.6951290815478034,-2.918024212484047,0.46771467857679955,73.70393171063353,0.33001501608725464,0.24093155533643826,0.1152967300237342,155980,0.07966266828887124,51
0.4362877720679815,1.0,-10.926461197357337,0.7807801468511495,139.58974161996517,0.12486038565688683,0.2313028502568061,0.4153502539989782,302810,0.3431430781870585,53
0.5683425913212227,1.0,-16.058536467462474,0.17605166006091588,103.03392346764741,0.4074586974305643,0.14569234387139093,0.06263440259424934,239528,0.06754043035690731,57
0.6666383884564799,0.7872647339348063,-6.448451365738915,0.47229584496339816,112.0440618064345,0.1522216817029043,0.2881557546953736,0.21487442218811592,204688,0.0815866267206424,60
0.4773509633866546,0.70760069563364,-1.598466455467439,0.5880847779850116,100.47109054672214,0.13278829322345287,0.3161669790412176,0.05562766533749961,330993,0.2811907395046165,47
0.7063547027518509,0.7240062653436522,-3.2831609411816878,0.6398437442570069,113.50499648081218,0.2814877281500947,0.3058204403043435,0.03812127171364927,274684,0.07891207449885684,50
